timestamp,Open,High,Low,Close,Volume
2025-11-29 20:04:00,90472.69,90472.69,90463.65,90467.48,1.0028
2025-11-29 20:05:00,90467.48,90474.36,90449.92,90449.92,1.23092
2025-11-29 20:06:00,90449.93,90456.92,90442.92,90456.92,3.34181
2025-11-29 20:07:00,90456.92,90456.92,90442.92,90446.32,1.85032
2025-11-29 20:08:00,90446.32,90449.93,90400.21,90403.65,28.28293
2025-11-29 20:09:00,90403.66,90449.92,90403.65,90449.92,0.92486
2025-11-29 20:10:00,90449.91,90518.7,90449.91,90477.02,8.43687
2025-11-29 20:11:00,90477.01,90504.79,90477.01,90495.8,2.16916
2025-11-29 20:12:00,90495.8,90495.8,90436.93,90442.79,5.05362
2025-11-29 20:13:00,90442.8,90449.93,90442.79,90449.93,0.64999
2025-11-29 20:14:00,90449.92,90473.02,90449.92,90450.52,1.58718
2025-11-29 20:15:00,90450.52,90498.74,90450.51,90482.7,6.98371
2025-11-29 20:16:00,90482.7,90506.91,90435.59,90506.9,2.94548
2025-11-29 20:17:00,90506.91,90554.6,90483.86,90483.87,14.04558
2025-11-29 20:18:00,90483.87,90513.0,90476.01,90513.0,0.99618
2025-11-29 20:19:00,90513.0,90554.61,90512.99,90554.29,2.03479
2025-11-29 20:20:00,90554.28,90568.98,90553.05,90553.06,2.36479
2025-11-29 20:21:00,90553.06,90568.91,90553.05,90568.91,1.13398
2025-11-29 20:22:00,90568.91,90587.97,90568.91,90587.97,4.03192
2025-11-29 20:23:00,90587.98,90601.58,90577.3,90577.3,4.97016
2025-11-29 20:24:00,90577.3,90577.31,90555.18,90555.18,2.10869
2025-11-29 20:25:00,90555.18,90608.93,90555.18,90608.92,4.97414
2025-11-29 20:26:00,90608.92,90608.93,90596.23,90596.24,1.05063
2025-11-29 20:27:00,90596.23,90660.0,90596.23,90654.08,3.32695
2025-11-29 20:28:00,90654.09,90679.64,90654.08,90667.74,3.4597
2025-11-29 20:29:00,90667.75,90667.75,90654.09,90654.1,1.11446
2025-11-29 20:30:00,90654.1,90689.97,90643.65,90689.97,5.11711
2025-11-29 20:31:00,90689.97,90713.98,90666.09,90666.1,2.96979
2025-11-29 20:32:00,90666.1,90666.1,90643.65,90652.56,1.45567
2025-11-29 20:33:00,90652.56,90677.9,90652.56,90677.89,1.59778
2025-11-29 20:34:00,90677.9,90713.37,90677.9,90713.37,1.28666
2025-11-29 20:35:00,90713.37,90743.99,90713.37,90743.99,3.63053
2025-11-29 20:36:00,90743.99,90749.98,90743.99,90749.97,0.55709
2025-11-29 20:37:00,90749.98,90749.98,90698.01,90698.01,5.18155
2025-11-29 20:38:00,90698.02,90698.02,90678.03,90678.03,0.85526
2025-11-29 20:39:00,90678.04,90698.02,90678.03,90698.01,0.55836
2025-11-29 20:40:00,90698.01,90698.02,90667.71,90698.01,0.80721
2025-11-29 20:41:00,90698.02,90698.02,90669.47,90669.47,1.05296
2025-11-29 20:42:00,90669.47,90691.26,90662.1,90691.25,0.76041
2025-11-29 20:43:00,90691.25,90700.0,90684.27,90700.0,1.16354
2025-11-29 20:44:00,90699.99,90816.55,90699.99,90808.05,12.02257
2025-11-29 20:45:00,90808.05,90832.5,90777.28,90803.2,10.63747
2025-11-29 20:46:00,90803.2,90853.01,90795.22,90819.12,14.62716
2025-11-29 20:47:00,90819.13,90830.46,90797.85,90797.85,2.07867
2025-11-29 20:48:00,90797.85,90902.52,90797.85,90902.51,20.33923
2025-11-29 20:49:00,90902.51,90907.51,90871.06,90871.07,6.44607
2025-11-29 20:50:00,90871.06,90926.19,90871.06,90925.82,12.11737
2025-11-29 20:51:00,90925.83,90953.69,90920.81,90931.76,9.977
2025-11-29 20:52:00,90931.75,90931.76,90910.09,90931.74,4.69736
2025-11-29 20:53:00,90931.74,90931.75,90899.1,90899.11,8.68824
2025-11-29 20:54:00,90899.1,90943.34,90898.39,90943.34,2.36665
2025-11-29 20:55:00,90943.33,90959.68,90943.33,90959.68,4.13652
2025-11-29 20:56:00,90959.67,90959.68,90959.67,90959.68,1.05299
2025-11-29 20:57:00,90959.67,91030.28,90959.67,91030.28,22.00801
2025-11-29 20:58:00,91030.28,91035.27,90970.0,90970.0,12.17661
2025-11-29 20:59:00,90970.01,90970.01,90963.28,90963.29,0.99499
2025-11-29 21:00:00,90963.29,91019.77,90963.28,91007.04,3.48485
2025-11-29 21:01:00,91007.03,91007.04,90938.18,90938.19,11.72604
2025-11-29 21:02:00,90938.19,90944.56,90895.91,90895.91,2.5735
2025-11-29 21:03:00,90895.91,90897.66,90874.1,90874.1,2.65279
2025-11-29 21:04:00,90874.11,90885.91,90874.1,90885.91,2.97692
2025-11-29 21:05:00,90885.91,90911.69,90885.9,90911.68,4.69797
2025-11-29 21:06:00,90911.68,90918.08,90911.68,90918.07,0.77757
2025-11-29 21:07:00,90918.08,90918.08,90852.45,90866.08,5.05314
2025-11-29 21:08:00,90866.08,90866.08,90834.0,90834.01,2.84257
2025-11-29 21:09:00,90834.01,90865.49,90834.01,90845.76,5.59054
2025-11-29 21:10:00,90845.76,90854.8,90822.97,90854.79,4.76313
2025-11-29 21:11:00,90854.8,90854.8,90814.02,90814.02,1.98547
2025-11-29 21:12:00,90814.03,90854.68,90814.02,90854.67,1.73767
2025-11-29 21:13:00,90854.67,90871.0,90854.67,90870.99,1.18769
2025-11-29 21:14:00,90871.0,90873.4,90850.13,90850.14,2.21975
2025-11-29 21:15:00,90850.14,90871.0,90850.13,90871.0,1.32182
2025-11-29 21:16:00,90870.99,90906.01,90870.99,90895.33,3.64439
2025-11-29 21:17:00,90895.33,90895.34,90839.96,90842.81,1.70994
2025-11-29 21:18:00,90842.82,90842.82,90831.4,90831.41,1.87514
2025-11-29 21:19:00,90831.4,90845.31,90814.38,90825.09,3.38713
2025-11-29 21:20:00,90825.09,90871.0,90825.09,90871.0,3.17141
2025-11-29 21:21:00,90871.0,90912.42,90870.99,90901.63,2.46841
2025-11-29 21:22:00,90901.63,90962.0,90901.63,90962.0,2.58065
2025-11-29 21:23:00,90961.99,90969.07,90909.2,90909.2,10.53606
2025-11-29 21:24:00,90909.21,90922.65,90909.2,90922.65,0.58741
2025-11-29 21:25:00,90922.64,90973.91,90921.24,90949.7,7.75229
2025-11-29 21:26:00,90949.71,90970.49,90949.7,90970.48,0.87381
2025-11-29 21:27:00,90970.49,90970.49,90950.08,90950.08,0.81333
2025-11-29 21:28:00,90950.09,90950.09,90924.72,90937.52,2.29584
2025-11-29 21:29:00,90937.52,90942.19,90937.51,90942.19,1.39865
2025-11-29 21:30:00,90942.19,90951.56,90933.71,90951.55,0.8638
2025-11-29 21:31:00,90951.55,90951.56,90911.0,90914.16,1.17837
2025-11-29 21:32:00,90914.17,90963.99,90914.16,90963.99,2.01917
2025-11-29 21:33:00,90964.0,90964.0,90938.57,90963.97,1.68667
2025-11-29 21:34:00,90963.97,90972.7,90963.97,90970.36,1.09561
2025-11-29 21:35:00,90970.35,90992.66,90970.35,90992.65,4.16789
2025-11-29 21:36:00,90992.66,91000.0,90992.66,90999.99,2.73353
2025-11-29 21:37:00,90999.99,91000.19,90985.05,90990.77,2.05064
2025-11-29 21:38:00,90990.76,91004.94,90971.64,91004.93,2.33825
2025-11-29 21:39:00,91004.93,91005.1,91004.93,91005.09,0.89771
2025-11-29 21:40:00,91005.1,91005.1,91005.09,91005.09,0.47155
2025-11-29 21:41:00,91005.1,91045.88,90993.96,90993.96,12.17143
2025-11-29 21:42:00,90993.97,91031.83,90981.22,91031.82,1.32393
2025-11-29 21:43:00,91031.82,91035.41,91020.06,91020.61,1.40112
2025-11-29 21:44:00,91020.6,91048.0,91020.6,91029.81,10.92552
2025-11-29 21:45:00,91029.81,91049.12,91001.81,91049.11,5.57069
2025-11-29 21:46:00,91049.12,91051.87,91036.34,91051.87,4.82461
2025-11-29 21:47:00,91051.87,91051.87,91012.23,91051.18,2.31644
2025-11-29 21:48:00,91051.18,91051.19,91013.34,91013.34,2.59993
2025-11-29 21:49:00,91013.33,91013.33,90969.04,90969.04,2.0684
2025-11-29 21:50:00,90969.04,90976.26,90943.15,90959.22,2.84033
2025-11-29 21:51:00,90959.22,90976.26,90930.91,90976.26,1.77312
2025-11-29 21:52:00,90976.26,90999.95,90976.25,90999.94,1.02628
2025-11-29 21:53:00,90999.94,91014.36,90985.14,90985.14,2.45102
2025-11-29 21:54:00,90985.15,91013.65,90985.14,91013.65,0.86351
2025-11-29 21:55:00,91013.64,91017.74,91013.64,91017.74,1.75953
2025-11-29 21:56:00,91017.73,91030.25,91017.73,91026.3,2.8928
2025-11-29 21:57:00,91026.3,91026.3,91023.87,91025.81,1.6311
2025-11-29 21:58:00,91025.81,91025.82,91013.98,91013.98,1.35361
2025-11-29 21:59:00,91013.98,91013.98,90988.91,91008.68,1.7114
2025-11-29 22:00:00,91008.68,91008.69,90992.01,90992.02,3.63876
2025-11-29 22:01:00,90992.02,90992.02,90928.4,90928.41,3.31042
2025-11-29 22:02:00,90928.41,90970.68,90928.4,90968.75,6.21353
2025-11-29 22:03:00,90968.75,90968.75,90913.08,90913.08,2.64144
2025-11-29 22:04:00,90913.08,90913.09,90908.08,90912.52,0.88932
2025-11-29 22:05:00,90912.52,90912.52,90887.49,90888.54,3.6405
2025-11-29 22:06:00,90888.03,90888.03,90888.02,90888.02,0.69782
2025-11-29 22:07:00,90888.03,90922.4,90886.01,90886.02,1.20881
2025-11-29 22:08:00,90886.02,90911.7,90886.01,90911.69,1.50868
2025-11-29 22:09:00,90911.69,90911.7,90897.76,90906.85,1.53316
2025-11-29 22:10:00,90906.84,90906.85,90906.84,90906.84,0.41617
2025-11-29 22:11:00,90906.85,90906.85,90906.84,90906.85,1.06869
2025-11-29 22:12:00,90906.85,90906.85,90906.84,90906.85,1.20729
2025-11-29 22:13:00,90906.85,90906.85,90765.72,90765.73,15.85089
2025-11-29 22:14:00,90765.72,90772.52,90726.84,90744.64,5.29223
2025-11-29 22:15:00,90744.64,90797.61,90744.63,90765.74,5.37796
2025-11-29 22:16:00,90765.73,90802.15,90765.73,90802.14,1.76692
2025-11-29 22:17:00,90802.15,90808.0,90781.96,90808.0,3.93694
2025-11-29 22:18:00,90808.0,90821.22,90790.68,90790.69,8.82547
2025-11-29 22:19:00,90790.68,90790.69,90766.85,90779.69,11.12635
2025-11-29 22:20:00,90779.7,90779.7,90719.22,90719.23,11.14701
2025-11-29 22:21:00,90719.22,90746.01,90719.22,90740.63,11.26967
2025-11-29 22:22:00,90740.63,90743.32,90714.22,90743.31,11.81743
2025-11-29 22:23:00,90743.31,90757.63,90743.31,90750.6,17.37843
2025-11-29 22:24:00,90750.6,90750.61,90743.17,90743.18,12.43105
2025-11-29 22:25:00,90743.18,90762.48,90707.03,90762.47,14.92702
2025-11-29 22:26:00,90762.48,90762.48,90710.63,90710.63,10.25618
2025-11-29 22:27:00,90710.63,90755.62,90710.63,90722.51,13.47327
2025-11-29 22:28:00,90722.52,90737.95,90719.18,90737.94,10.47975
2025-11-29 22:29:00,90737.95,90737.95,90722.81,90729.04,9.8912
2025-11-29 22:30:00,90729.04,90762.49,90700.65,90700.65,12.248
2025-11-29 22:31:00,90700.66,90772.0,90700.65,90772.0,2.82657
2025-11-29 22:32:00,90771.99,90775.5,90771.99,90775.5,0.45828
2025-11-29 22:33:00,90775.5,90783.47,90768.94,90768.94,2.00275
2025-11-29 22:34:00,90768.94,90790.92,90768.94,90790.92,1.14696
2025-11-29 22:35:00,90790.91,90799.03,90790.91,90799.02,1.30158
2025-11-29 22:36:00,90799.02,90810.0,90790.91,90790.92,7.80198
2025-11-29 22:37:00,90790.91,90838.57,90790.91,90828.84,1.97272
2025-11-29 22:38:00,90828.84,90832.73,90809.13,90832.73,2.71436
2025-11-29 22:39:00,90832.72,90844.0,90832.72,90844.0,2.46188
2025-11-29 22:40:00,90843.99,90854.0,90818.74,90819.37,4.20946
2025-11-29 22:41:00,90819.36,90819.37,90796.29,90808.04,0.99259
2025-11-29 22:42:00,90808.04,90900.94,90808.04,90884.32,11.27659
2025-11-29 22:43:00,90884.31,90897.98,90884.31,90890.86,6.39569
2025-11-29 22:44:00,90890.86,90890.87,90887.38,90887.39,0.59525
2025-11-29 22:45:00,90887.39,90915.81,90887.38,90915.81,4.23541
2025-11-29 22:46:00,90915.81,90915.81,90835.03,90835.03,4.64703
2025-11-29 22:47:00,90835.03,90835.04,90751.19,90760.28,6.04865
2025-11-29 22:48:00,90760.28,90808.05,90760.28,90803.81,1.58109
2025-11-29 22:49:00,90803.81,90803.82,90775.46,90775.46,1.22113
2025-11-29 22:50:00,90774.9,90813.77,90774.9,90813.76,2.89637
2025-11-29 22:51:00,90813.76,90813.77,90813.76,90813.77,1.18674
2025-11-29 22:52:00,90813.77,90813.77,90759.6,90765.72,4.16347
2025-11-29 22:53:00,90765.73,90811.17,90765.73,90806.27,3.75299
2025-11-29 22:54:00,90806.26,90811.11,90806.26,90811.11,2.11098
2025-11-29 22:55:00,90811.11,90835.56,90798.62,90798.62,3.0873
2025-11-29 22:56:00,90798.63,90808.05,90798.62,90808.05,2.61728
2025-11-29 22:57:00,90808.05,90808.05,90808.04,90808.05,1.1348
2025-11-29 22:58:00,90808.04,90808.04,90766.95,90766.96,4.61028
2025-11-29 22:59:00,90766.95,90766.96,90720.86,90753.02,7.0429
2025-11-29 23:00:00,90753.03,90765.73,90744.74,90744.75,6.62106
2025-11-29 23:01:00,90744.75,90753.03,90744.74,90753.03,0.42207
2025-11-29 23:02:00,90753.02,90803.58,90753.02,90776.68,5.14767
2025-11-29 23:03:00,90776.68,90776.68,90736.0,90736.0,2.11561
2025-11-29 23:04:00,90736.01,90770.72,90734.94,90770.71,8.31186
2025-11-29 23:05:00,90770.72,90780.54,90755.9,90764.97,1.2189
2025-11-29 23:06:00,90764.97,90808.05,90764.96,90786.8,3.09412
2025-11-29 23:07:00,90786.81,90786.81,90714.86,90714.87,1.1803
2025-11-29 23:08:00,90714.86,90719.86,90714.86,90714.87,3.70998
2025-11-29 23:09:00,90714.86,90714.87,90714.86,90714.87,0.72178
2025-11-29 23:10:00,90714.86,90719.85,90690.23,90719.84,2.37605
2025-11-29 23:11:00,90719.84,90725.52,90719.84,90725.52,1.11227
2025-11-29 23:12:00,90725.51,90725.52,90713.57,90713.57,1.16141
2025-11-29 23:13:00,90713.58,90713.94,90708.57,90713.93,1.3412
2025-11-29 23:14:00,90713.93,90713.94,90713.93,90713.93,0.78675
2025-11-29 23:15:00,90713.94,90722.65,90708.57,90708.57,1.85003
2025-11-29 23:16:00,90708.57,90740.0,90708.57,90739.99,2.6122
2025-11-29 23:17:00,90739.99,90753.03,90739.99,90753.02,0.53096
2025-11-29 23:18:00,90753.02,90753.03,90743.09,90753.03,1.10067
2025-11-29 23:19:00,90753.03,90765.73,90753.02,90761.99,1.69669
2025-11-29 23:20:00,90761.99,90776.0,90761.99,90775.99,0.91055
2025-11-29 23:21:00,90776.0,90806.0,90775.99,90806.0,1.98455
2025-11-29 23:22:00,90805.99,90818.27,90805.99,90818.27,1.83923
2025-11-29 23:23:00,90818.27,90835.55,90818.26,90835.55,0.8861
2025-11-29 23:24:00,90835.55,90855.45,90835.55,90855.45,1.93155
2025-11-29 23:25:00,90855.45,90887.8,90855.44,90882.0,4.31203
2025-11-29 23:26:00,90882.0,90882.0,90861.5,90861.5,1.13324
2025-11-29 23:27:00,90861.51,90861.51,90842.33,90842.33,0.94542
2025-11-29 23:28:00,90842.33,90842.34,90833.28,90833.62,3.03321
2025-11-29 23:29:00,90833.62,90833.62,90817.3,90817.3,0.71976
2025-11-29 23:30:00,90817.31,90835.56,90817.3,90835.56,1.2297
2025-11-29 23:31:00,90835.56,90835.56,90835.55,90835.55,2.85585
2025-11-29 23:32:00,90835.56,90860.99,90835.55,90852.19,2.02759
2025-11-29 23:33:00,90852.19,90852.19,90819.36,90828.55,0.96938
2025-11-29 23:34:00,90828.56,90828.56,90817.3,90817.31,1.29234
2025-11-29 23:35:00,90817.3,90835.56,90817.3,90823.52,1.4013
2025-11-29 23:36:00,90823.52,90826.47,90823.51,90826.46,1.43337
2025-11-29 23:37:00,90826.47,90826.47,90819.45,90819.46,2.03756
2025-11-29 23:38:00,90819.45,90869.07,90819.45,90869.06,5.38651
2025-11-29 23:39:00,90869.07,90896.97,90869.06,90881.73,5.0955
2025-11-29 23:40:00,90881.73,90889.91,90848.82,90848.82,3.33753
2025-11-29 23:41:00,90848.83,90848.83,90827.58,90827.59,3.21738
2025-11-29 23:42:00,90827.59,90835.56,90820.04,90835.56,2.85158
2025-11-29 23:43:00,90835.55,90864.22,90835.55,90856.44,3.16229
2025-11-29 23:44:00,90856.43,90856.44,90848.4,90850.75,1.09228
2025-11-29 23:45:00,90850.76,90850.76,90831.23,90835.56,3.64797
2025-11-29 23:46:00,90835.56,90851.81,90835.55,90851.8,1.40982
