timestamp,Open,High,Low,Close,Volume
2025-11-29 17:40:00,90616.25,90628.26,90591.84,90620.62,14.18702
2025-11-29 17:41:00,90620.62,90628.26,90595.25,90595.25,6.14967
2025-11-29 17:42:00,90595.26,90615.48,90595.26,90615.48,4.62994
2025-11-29 17:43:00,90615.48,90615.48,90595.83,90595.83,2.29692
2025-11-29 17:44:00,90595.83,90595.84,90572.91,90572.92,1.89395
2025-11-29 17:45:00,90572.92,90621.05,90572.91,90621.05,5.4739
2025-11-29 17:46:00,90621.04,90621.05,90550.01,90550.01,8.02952
2025-11-29 17:47:00,90550.02,90550.02,90520.0,90531.42,9.20222
2025-11-29 17:48:00,90531.43,90548.68,90501.67,90501.67,5.26065
2025-11-29 17:49:00,90501.68,90532.96,90501.67,90520.77,3.87646
2025-11-29 17:50:00,90520.77,90520.77,90449.92,90477.92,5.55466
2025-11-29 17:51:00,90477.91,90505.26,90477.91,90505.26,5.37813
2025-11-29 17:52:00,90505.26,90540.0,90505.26,90518.39,3.31501
2025-11-29 17:53:00,90518.4,90550.01,90502.27,90541.42,3.94359
2025-11-29 17:54:00,90541.43,90541.43,90480.0,90488.17,7.18216
2025-11-29 17:55:00,90488.17,90490.39,90432.33,90449.92,41.00118
2025-11-29 17:56:00,90449.93,90473.4,90449.92,90473.4,5.87342
2025-11-29 17:57:00,90473.4,90492.4,90471.9,90480.02,3.66348
2025-11-29 17:58:00,90480.02,90480.03,90463.83,90468.25,3.26644
2025-11-29 17:59:00,90468.25,90468.25,90421.21,90421.21,8.14862
2025-11-29 18:00:00,90421.21,90469.8,90400.0,90455.62,19.37769
2025-11-29 18:01:00,90455.62,90503.21,90455.61,90500.0,14.43715
2025-11-29 18:02:00,90500.0,90500.0,90376.58,90426.65,23.99128
2025-11-29 18:03:00,90426.66,90525.48,90426.65,90500.35,9.1962
2025-11-29 18:04:00,90500.35,90521.74,90390.33,90395.42,15.49034
2025-11-29 18:05:00,90395.43,90419.29,90352.33,90413.02,25.98689
2025-11-29 18:06:00,90413.03,90508.03,90413.03,90505.44,14.37621
2025-11-29 18:07:00,90505.43,90548.0,90498.32,90538.2,12.18626
2025-11-29 18:08:00,90538.19,90538.2,90506.05,90506.97,2.03453
2025-11-29 18:09:00,90506.96,90519.29,90506.56,90506.57,3.1733
2025-11-29 18:10:00,90506.57,90518.78,90490.46,90510.66,3.35757
2025-11-29 18:11:00,90510.67,90528.95,90503.16,90528.94,4.06877
2025-11-29 18:12:00,90528.95,90528.95,90362.08,90362.08,27.38861
2025-11-29 18:13:00,90362.09,90362.76,90155.47,90292.2,127.15728
2025-11-29 18:14:00,90292.21,90371.08,90255.99,90370.11,31.64007
2025-11-29 18:15:00,90370.12,90515.07,90349.72,90478.03,20.98762
2025-11-29 18:16:00,90478.04,90478.04,90322.93,90322.93,17.75172
2025-11-29 18:17:00,90322.93,90367.94,90322.92,90336.27,8.81201
2025-11-29 18:18:00,90336.27,90336.28,90233.99,90234.99,74.92594
2025-11-29 18:19:00,90234.98,90289.58,90194.04,90289.58,49.86727
2025-11-29 18:20:00,90289.58,90365.57,90289.58,90364.54,9.78124
2025-11-29 18:21:00,90364.53,90371.53,90342.17,90360.76,9.13867
2025-11-29 18:22:00,90360.76,90370.12,90350.04,90358.45,3.14967
2025-11-29 18:23:00,90358.44,90371.53,90310.88,90310.89,3.55222
2025-11-29 18:24:00,90310.88,90324.1,90288.82,90288.82,14.62629
2025-11-29 18:25:00,90288.82,90326.03,90274.58,90313.13,5.57598
2025-11-29 18:26:00,90313.14,90321.97,90270.0,90270.01,2.93355
2025-11-29 18:27:00,90270.0,90270.01,90229.12,90229.12,10.03957
2025-11-29 18:28:00,90229.12,90257.89,90229.12,90257.89,2.26385
2025-11-29 18:29:00,90257.88,90298.98,90257.88,90298.97,2.37594
2025-11-29 18:30:00,90298.98,90298.98,90207.88,90243.75,9.38384
2025-11-29 18:31:00,90243.75,90318.65,90243.75,90287.81,5.26343
2025-11-29 18:32:00,90287.8,90303.92,90265.67,90303.91,7.74424
2025-11-29 18:33:00,90303.92,90412.0,90303.91,90378.91,13.64003
2025-11-29 18:34:00,90378.92,90378.92,90302.96,90353.06,14.41407
2025-11-29 18:35:00,90353.05,90353.05,90335.06,90344.66,3.47816
2025-11-29 18:36:00,90344.66,90477.72,90344.66,90451.53,25.43631
2025-11-29 18:37:00,90451.53,90477.72,90450.66,90477.72,4.00178
2025-11-29 18:38:00,90477.71,90494.13,90459.75,90482.31,3.7507
2025-11-29 18:39:00,90482.31,90494.09,90447.63,90447.63,5.91407
2025-11-29 18:40:00,90447.64,90470.98,90447.63,90470.98,4.81585
2025-11-29 18:41:00,90470.97,90477.95,90460.82,90460.82,2.99275
2025-11-29 18:42:00,90460.83,90494.12,90448.79,90494.11,4.51877
2025-11-29 18:43:00,90494.12,90525.65,90494.11,90513.73,4.77107
2025-11-29 18:44:00,90513.72,90630.0,90503.44,90582.66,62.65908
2025-11-29 18:45:00,90582.66,90652.4,90561.23,90652.39,15.46586
2025-11-29 18:46:00,90652.4,90677.5,90601.05,90601.06,20.4387
2025-11-29 18:47:00,90601.06,90601.2,90569.53,90569.54,1.54358
2025-11-29 18:48:00,90569.54,90587.98,90569.53,90572.69,3.05816
2025-11-29 18:49:00,90572.69,90615.49,90572.69,90615.48,4.18474
2025-11-29 18:50:00,90615.48,90629.06,90602.04,90629.06,2.93009
2025-11-29 18:51:00,90629.06,90660.46,90629.05,90660.46,3.66901
2025-11-29 18:52:00,90660.46,90682.0,90660.46,90682.0,5.34598
2025-11-29 18:53:00,90682.0,90713.6,90682.0,90683.35,4.80156
2025-11-29 18:54:00,90683.36,90683.36,90640.77,90640.78,2.57948
2025-11-29 18:55:00,90640.78,90715.87,90640.77,90696.47,11.48217
2025-11-29 18:56:00,90696.46,90699.61,90680.29,90680.29,1.56976
2025-11-29 18:57:00,90680.29,90699.61,90673.01,90673.01,11.60143
2025-11-29 18:58:00,90673.01,90719.16,90673.01,90707.83,5.08648
2025-11-29 18:59:00,90707.83,90707.83,90690.84,90690.84,1.21647
2025-11-29 19:00:00,90690.85,90704.2,90659.92,90659.92,15.72074
2025-11-29 19:01:00,90659.93,90685.78,90659.92,90669.75,17.93392
2025-11-29 19:02:00,90669.76,90669.76,90631.02,90635.0,2.51562
2025-11-29 19:03:00,90635.0,90649.82,90634.99,90634.99,10.65475
2025-11-29 19:04:00,90635.0,90635.0,90621.37,90625.75,32.7337
2025-11-29 19:05:00,90625.74,90723.57,90600.18,90722.91,5.64072
2025-11-29 19:06:00,90722.9,90748.8,90717.22,90739.43,11.26538
2025-11-29 19:07:00,90739.42,90739.43,90679.78,90679.79,1.68777
2025-11-29 19:08:00,90679.78,90700.25,90679.78,90700.24,2.47834
2025-11-29 19:09:00,90700.24,90767.68,90700.24,90767.68,13.98103
2025-11-29 19:10:00,90767.68,90767.68,90758.2,90765.73,2.88186
2025-11-29 19:11:00,90765.72,90765.73,90765.72,90765.72,0.54104
2025-11-29 19:12:00,90765.73,90780.54,90765.72,90780.53,4.79242
2025-11-29 19:13:00,90780.54,90787.99,90773.17,90773.17,2.42978
2025-11-29 19:14:00,90773.17,90773.18,90723.84,90723.85,2.07118
2025-11-29 19:15:00,90723.84,90729.18,90693.13,90729.17,1.62341
2025-11-29 19:16:00,90729.18,90751.17,90729.17,90751.16,3.44867
2025-11-29 19:17:00,90751.17,90765.73,90751.17,90760.21,1.44651
2025-11-29 19:18:00,90760.22,90765.73,90722.59,90722.6,3.82466
2025-11-29 19:19:00,90722.6,90722.61,90722.59,90722.61,2.47785
2025-11-29 19:20:00,90722.6,90756.99,90722.6,90756.98,2.68877
2025-11-29 19:21:00,90756.99,90765.73,90756.98,90765.73,1.67797
2025-11-29 19:22:00,90765.73,90794.0,90749.6,90793.99,4.6786
2025-11-29 19:23:00,90793.99,90813.7,90751.2,90753.03,4.03914
2025-11-29 19:24:00,90753.03,90798.12,90753.03,90798.11,3.80542
2025-11-29 19:25:00,90798.12,90799.46,90785.86,90799.46,6.07337
2025-11-29 19:26:00,90799.47,90814.93,90799.46,90814.93,2.00859
2025-11-29 19:27:00,90814.93,90814.93,90814.92,90814.92,1.12563
2025-11-29 19:28:00,90814.93,90850.83,90814.92,90844.48,11.91911
2025-11-29 19:29:00,90844.49,90844.49,90806.52,90806.52,8.25663
2025-11-29 19:30:00,90806.53,90822.98,90803.11,90822.97,3.06232
2025-11-29 19:31:00,90822.98,90822.98,90729.33,90729.34,5.30557
2025-11-29 19:32:00,90729.33,90745.07,90729.33,90732.54,4.97109
2025-11-29 19:33:00,90732.54,90740.58,90695.06,90695.07,6.07583
2025-11-29 19:34:00,90695.07,90695.07,90695.06,90695.06,1.43457
2025-11-29 19:35:00,90695.07,90695.07,90668.32,90693.71,3.07116
2025-11-29 19:36:00,90693.71,90693.71,90693.7,90693.7,2.18143
2025-11-29 19:37:00,90693.71,90693.71,90667.56,90671.91,5.91984
2025-11-29 19:38:00,90672.48,90705.0,90672.47,90685.78,3.33387
2025-11-29 19:39:00,90685.78,90685.78,90677.42,90677.42,2.20462
2025-11-29 19:40:00,90677.43,90705.0,90673.29,90673.3,1.73894
2025-11-29 19:41:00,90673.3,90678.65,90622.72,90628.71,7.50551
2025-11-29 19:42:00,90628.72,90656.54,90628.71,90656.53,2.76842
2025-11-29 19:43:00,90656.54,90660.46,90656.53,90660.45,2.33816
2025-11-29 19:44:00,90660.45,90660.46,90637.95,90637.95,3.2498
2025-11-29 19:45:00,90637.95,90671.7,90618.63,90671.69,4.72684
2025-11-29 19:46:00,90671.69,90673.89,90639.35,90639.35,8.86511
2025-11-29 19:47:00,90639.36,90639.36,90616.72,90616.73,3.83159
2025-11-29 19:48:00,90616.73,90637.03,90602.51,90615.43,4.44544
2025-11-29 19:49:00,90615.43,90615.43,90615.42,90615.42,0.32072
2025-11-29 19:50:00,90615.43,90627.94,90600.1,90600.1,11.4467
2025-11-29 19:51:00,90600.1,90623.0,90600.1,90622.99,1.25173
2025-11-29 19:52:00,90622.99,90640.77,90622.99,90639.36,2.61542
2025-11-29 19:53:00,90639.36,90658.08,90639.35,90658.07,0.92243
2025-11-29 19:54:00,90658.07,90658.08,90658.07,90658.07,0.81022
2025-11-29 19:55:00,90658.08,90658.08,90649.82,90649.83,1.65044
2025-11-29 19:56:00,90649.83,90658.08,90618.03,90641.21,3.49936
2025-11-29 19:57:00,90641.2,90671.69,90641.2,90648.28,7.4475
2025-11-29 19:58:00,90648.27,90648.27,90637.98,90637.99,0.90259
2025-11-29 19:59:00,90637.99,90651.16,90637.98,90640.78,4.40873
2025-11-29 20:00:00,90640.77,90640.78,90574.14,90590.94,3.81813
2025-11-29 20:01:00,90590.94,90634.54,90590.93,90598.76,3.1538
2025-11-29 20:02:00,90598.76,90598.76,90556.0,90556.01,2.2543
2025-11-29 20:03:00,90556.0,90556.01,90463.58,90472.69,45.4747
